name,latitude,longitude,type
Unnamed Industrial Feature,22.5184034,88.3727526,industrial
Unnamed Industrial Feature,22.5155466,88.3744236,industrial
Unnamed Industrial Feature,22.5166652,88.3732206,industrial
Unnamed Industrial Feature,22.5164568,88.3722181,industrial
Unnamed Industrial Feature,22.5158689,88.3724161,industrial
Unnamed Industrial Feature,22.5149863,88.3724347,industrial
Unnamed Industrial Feature,22.5150456,88.3741481,industrial
Unnamed Industrial Feature,22.5150518,88.3732275,industrial
Unnamed Industrial Feature,22.5151113,88.3737572,industrial
Unnamed Industrial Feature,22.5249825,88.3673223,industrial
Unnamed Industrial Feature,22.5240424,88.3712936,factory
Unnamed Industrial Feature,22.5209107,88.3704306,industrial
Unnamed Industrial Feature,22.50732,88.363948,industrial
Unnamed Industrial Feature,22.5059769,88.3539683,industrial
Unnamed Industrial Feature,22.5007814,88.3497647,industrial
Unnamed Industrial Feature,22.5004697,88.348736,industrial
Unnamed Industrial Feature,22.4962286,88.3496421,industrial
Unnamed Industrial Feature,22.4977822,88.374144,industrial
Unnamed Industrial Feature,22.5138653,88.3803025,industrial
Unnamed Industrial Feature,22.51362,88.3785792,industrial
Unnamed Industrial Feature,22.5108584,88.3798829,industrial
Unnamed Industrial Feature,22.5050872,88.3837356,industrial
Unnamed Industrial Feature,22.5112462,88.3820486,industrial
Unnamed Industrial Feature,22.4968775,88.3600723,industrial
Unnamed Industrial Feature,22.4991633,88.3579232,industrial
Unnamed Industrial Feature,22.4983008,88.3579855,industrial
Unnamed Industrial Feature,22.4979358,88.3582132,industrial
Unnamed Industrial Feature,22.4975207,88.3593772,industrial
Unnamed Industrial Feature,22.4976404,88.3638967,industrial
Unnamed Industrial Feature,22.4998637,88.3657672,industrial
Unnamed Industrial Feature,22.4986964,88.3666204,industrial
Unnamed Industrial Feature,22.4991613,88.3676048,industrial
Unnamed Industrial Feature,22.4994312,88.366934,industrial
Unnamed Industrial Feature,22.4937272,88.3659822,industrial
Unnamed Industrial Feature,22.4925968,88.3469089,industrial
Unnamed Industrial Feature,22.4954396,88.3705659,industrial
Unnamed Industrial Feature,22.4905849,88.3477659,industrial
Unnamed Industrial Feature,22.4880387,88.3463698,industrial
Unnamed Industrial Feature,22.4821514,88.3454953,industrial
Unnamed Industrial Feature,22.4834236,88.3464341,industrial
Unnamed Industrial Feature,22.4860343,88.3452969,industrial
Technician's Studio,22.4893713,88.3443203,industrial
Unnamed Industrial Feature,22.4900086,88.3445455,industrial
Unnamed Industrial Feature,22.4814234,88.3514674,industrial
Unnamed Industrial Feature,22.5035131,88.3518397,industrial
Unnamed Industrial Feature,22.5028107,88.3495262,industrial
Unnamed Industrial Feature,22.5018889,88.3516269,industrial
Unnamed Industrial Feature,22.5026008,88.3479188,industrial
Unnamed Industrial Feature,22.5015712,88.3474883,industrial
Unnamed Industrial Feature,22.5066639,88.3462036,industrial
Unnamed Industrial Feature,22.504147,88.3508419,industrial
Unnamed Industrial Feature,22.5038657,88.35028,industrial
Unnamed Industrial Feature,22.50541,88.3512205,industrial
Unnamed Industrial Feature,22.5244075,88.3589226,industrial
Unnamed Industrial Feature,22.5232236,88.3570345,industrial
Unnamed Industrial Feature,22.5209119,88.3575948,industrial
Anchor Electricas Pvt Ltd,23.2395798,69.7914933,business
GT Agro Industries,23.7976885,72.3785588,industrial
GujkoMasol Unava,23.7771938,72.3711615,industrial
Gokulesh Gau Shala,21.5198623,70.4410661,slaughterhouse
Radheshyam Sarvajanik Gaushala,22.2327932,70.7889781,slaughterhouse
Nizampura Bus Depot,22.3397121,73.1788653,depot
Unnamed Industrial Feature,22.2512632,73.1876496,industrial
Unnamed Industrial Feature,22.2655401,73.2164843,industrial
Unnamed Industrial Feature,22.5314648,72.9230563,industrial
Unnamed Industrial Feature,22.5417671,72.9371011,industrial
Unnamed Industrial Feature,22.5430261,72.9476717,industrial
Nirma Lab Plant,22.4631937,73.2394201,industrial
Gujarat Refinery,22.3793084,73.118723,refinery
Unnamed Industrial Feature,22.3959396,73.1170064,chemical
Unnamed Industrial Feature,22.395781,73.1988956,industrial
Unnamed Industrial Feature,22.8233134,72.60051,industrial
AMGEN,23.071342,72.5933046,industrial
Indu Nissan Oxo Chemical Industries Ltd.,22.3671845,73.1480804,industrial
Gujarat State Fertilizers & Chemicals Ltd.,22.3730497,73.1523505,industrial
Unnamed Industrial Feature,22.3325483,73.1645903,industrial
Unnamed Industrial Feature,23.2276004,72.5095193,industrial
TATA Chemicals,22.408036,69.0115032,chemical
TATA Chemicals,22.4002472,69.0192397,industrial
Reliance Refinery,22.3367861,69.8665828,refinery
Amul Dairy - Kaira Cooperative,22.5526719,72.9714947,industrial
Food Corporation of India,20.2589416,74.4520059,industrial
Unnamed Industrial Feature,23.1167601,70.075494,industrial
Unnamed Industrial Feature,20.3525412,72.9178744,industrial
Vapi spectro chemicals private limited.,20.3544613,72.9133443,industrial
Unnamed Industrial Feature,20.2865248,72.9931118,industrial
Unnamed Industrial Feature,20.2455825,73.007469,industrial
Unnamed Industrial Feature,21.1583023,72.6676834,industrial
ArcelorMittal Nippon Steel India,21.1098624,72.6437334,industrial
Unnamed Industrial Feature,21.1655699,72.7053226,industrial
OIl & Natural Gas Corporation,21.1598137,72.7317118,industrial
L&T,21.160087,72.6559164,industrial
ICD Khodiyar depot,23.1652911,72.5493189,industrial
Wanakbori Thermal Power Station,22.8730665,73.361373,industrial
Bhavnagar Port,21.759575,72.2328677,industrial
Unnamed Industrial Feature,21.7962873,72.1505542,industrial
Unnamed Industrial Feature,21.6843335,72.535594,industrial
Unnamed Industrial Feature,21.6911229,72.6195635,industrial
Reliance Industries Ltd. Dahej Plant,21.6828255,72.5724389,industrial
Unnamed Industrial Feature,21.6938763,72.5429055,industrial
Unnamed Industrial Feature,20.9043249,70.3895798,industrial
Unnamed Industrial Feature,23.0290305,73.0863513,industrial
Unnamed Industrial Feature,20.9070498,70.3723021,industrial
Unnamed Industrial Feature,22.2783315,73.2174668,industrial
Shell Energy India Private Limited,21.0972812,72.6214717,oil
Okha Port,22.4724457,69.0813046,industrial
Unnamed Industrial Feature,22.4696808,69.0735094,industrial
Unnamed Industrial Feature,22.4759327,69.0693886,industrial
Cement Factory,23.8150196,68.7995071,industrial
Sanghi Cement,23.497986,68.5804239,industrial
Sanghi Cement,23.384056,68.5692048,industrial
Kutch Lignite Thermal Power Station,23.6618438,68.7802014,industrial
Unnamed Industrial Feature,23.4268308,68.5775097,industrial
Sanghipuram Cement power station,23.3997913,68.5703247,industrial
Waghoda GIDC,22.296843,73.3809639,industrial
Saurashtra chemicals PVT LTD,21.6269563,69.6251764,industrial
Unnamed Industrial Feature,21.4772855,70.3725347,industrial
Unnamed Industrial Feature,22.9730544,72.5594105,industrial
Unnamed Industrial Feature,22.23932,72.7567933,industrial
Unnamed Industrial Feature,20.4431235,72.8606895,industrial
Unnamed Industrial Feature,20.4145306,72.8932541,industrial
Unnamed Industrial Feature,20.4487235,72.875168,industrial
Unnamed Industrial Feature,20.3790333,73.0104133,industrial
Unnamed Industrial Feature,20.3660497,72.884194,industrial
Unnamed Industrial Feature,20.2953232,72.8487844,industrial
Sutlej Textiles and Industries,20.2603845,72.8559419,industrial
Unnamed Industrial Feature,20.2454333,72.8617556,industrial
Unnamed Industrial Feature,20.2613279,72.8735717,industrial
Unnamed Industrial Feature,20.2903968,72.8944595,industrial
Unnamed Industrial Feature,20.3250212,72.9675654,industrial
Unnamed Industrial Feature,20.2904433,73.0193244,industrial
Unnamed Industrial Feature,20.2549042,73.0153482,industrial
Akrimota Thermal Power Station,23.7719988,68.6450812,industrial
GIDC,21.1372586,72.8440838,industrial
Unnamed Industrial Feature,21.0943482,72.9723082,industrial
GIDC,21.0920935,72.8580916,industrial
Unnamed Industrial Feature,21.0818748,72.9026952,industrial
Unnamed Industrial Feature,20.9441792,72.9102308,industrial
Unnamed Industrial Feature,22.8291294,69.354301,industrial
Unnamed Industrial Feature,22.4279163,69.8595694,industrial
Unnamed Industrial Feature,22.3899992,69.8578366,industrial
Bhuj Sector 220,23.2403028,69.7923065,industrial
Bhuj Sector 231,23.2285397,69.7643146,industrial
Unnamed Industrial Feature,21.6865696,72.1909263,industrial
Unnamed Industrial Feature,23.2023744,69.743579,industrial
Bhuj Sector 237,23.2228137,69.7581641,industrial
Bhuj Sector 282,23.255615,69.6904798,industrial
Unnamed Industrial Feature,22.5373517,73.4444393,industrial
Kandla Special Economic Zone,23.0242325,70.1311321,industrial
Kandla Special Economic Zone,23.0342514,70.1247653,industrial
Unnamed Industrial Feature,23.0624138,70.1373207,industrial
Unnamed Industrial Feature,23.0497725,70.137616,industrial
Unnamed Industrial Feature,23.0771216,70.144294,industrial
Unnamed Industrial Feature,22.3884591,70.7957133,industrial
Unnamed Industrial Feature,23.0827786,70.1111401,industrial
Unnamed Industrial Feature,23.0730836,70.0701586,industrial
Unnamed Industrial Feature,23.0696967,70.0683086,industrial
Unnamed Industrial Feature,23.0708848,70.0645061,industrial
Unnamed Industrial Feature,23.0702739,70.1599625,industrial
Unnamed Industrial Feature,23.0136704,70.1037037,industrial
Unnamed Industrial Feature,23.0162337,70.0812424,industrial
Unnamed Industrial Feature,23.0723612,70.1577961,industrial
Unnamed Industrial Feature,23.0439374,70.1433269,industrial
Unnamed Industrial Feature,23.0397644,70.142499,industrial
Unnamed Industrial Feature,23.0399221,70.1810395,industrial
Unnamed Industrial Feature,23.030048,70.1987591,industrial
Unnamed Industrial Feature,23.0319846,70.194821,industrial
Unnamed Industrial Feature,23.0094066,70.212795,industrial
Unnamed Industrial Feature,23.0131351,70.2079552,industrial
Unnamed Industrial Feature,23.0146351,70.2089112,industrial
Unnamed Industrial Feature,23.0297618,70.219117,industrial
Unnamed Industrial Feature,23.0151095,70.2165622,industrial
Unnamed Industrial Feature,23.0304917,70.2105366,industrial
Unnamed Industrial Feature,23.0215655,70.2157179,industrial
Unnamed Industrial Feature,23.0281448,70.205112,industrial
Unnamed Industrial Feature,23.030036,70.2158692,industrial
Unnamed Industrial Feature,23.0015093,70.2182157,port
Unnamed Industrial Feature,23.0282749,70.2192797,industrial
Unnamed Industrial Feature,23.0274572,70.2154264,industrial
Unnamed Industrial Feature,23.0338506,70.2035365,industrial
Unnamed Industrial Feature,23.009993,70.2206441,industrial
Unnamed Industrial Feature,22.9981698,70.2096609,industrial
Unnamed Industrial Feature,23.0091656,70.2159058,industrial
Unnamed Industrial Feature,23.0295707,70.1884613,industrial
GSRTC Depot,23.2451459,69.6532835,industrial
Manek Minerals,23.2281051,69.7376104,industrial
Unnamed Industrial Feature,23.2348184,69.7992891,industrial
Unnamed Industrial Feature,23.2234455,69.7386036,industrial
Bhuj Sector 290,23.2517689,69.6903778,industrial
Kakrapar Atomic Power Station,21.234989,73.3535557,industrial
Unnamed Industrial Feature,21.7595804,72.0981468,industrial
Unnamed Industrial Feature,21.6834736,72.2815349,industrial
ABG Shipyard Ltd,21.6685282,72.5692035,industrial
Unnamed Industrial Feature,21.7052044,72.6220261,industrial
Dahej Special Economic Zone,21.7063401,72.5979862,industrial
Bhuj Sector 230,23.2293261,69.7741269,industrial
Bhuj Sector 233,23.2339838,69.7718931,industrial
Unnamed Industrial Feature,23.1773213,70.1689991,industrial
Unnamed Industrial Feature,23.1819033,70.1742841,industrial
Unnamed Industrial Feature,23.1870197,70.1816736,industrial
Kawas Thermal Power Station,21.1705989,72.6867824,industrial
Surat Lignite Power Plant,21.394715,73.106921,industrial
Ukai Thermal Power Station,21.2101276,73.5555302,industrial
Nirma ltd,23.4458153,72.3988803,industrial
SUGEN Mega Power Plant,21.342135,72.9871045,industrial
Unnamed Industrial Feature,21.3360583,72.9922296,industrial
Unnamed Industrial Feature,21.325059,72.990705,industrial
Unnamed Industrial Feature,21.4126948,73.0735777,industrial
Utran Gas Based Power Station,21.2304892,72.8714696,industrial
Eliokem Valia Plant,21.5430853,73.1257265,industrial
Godrej Valia,21.555921,73.15351,industrial
Petrofils,21.5557528,73.1428341,industrial
Jhagadia Copper Limited,21.661414,73.1387098,industrial
Shriram Alkali & Chemicals,21.6569722,73.1356393,industrial
Gulshan Polyols Ltd.,21.6488761,73.1268742,industrial
J.M. Huber Corporation,21.6511185,73.1457452,industrial
Unnamed Industrial Feature,21.6612131,73.1301259,industrial
Unnamed Industrial Feature,21.6568247,73.1452149,industrial
Unnamed Industrial Feature,21.655249,73.1277092,industrial
Unnamed Industrial Feature,21.6593092,73.1297402,industrial
Unnamed Industrial Feature,21.6521572,73.1265047,industrial
Unnamed Industrial Feature,21.6610574,73.1325518,industrial
Unnamed Industrial Feature,21.6518698,73.1277851,industrial
Unnamed Industrial Feature,21.6542111,73.1293268,industrial
Unnamed Industrial Feature,21.6546233,73.144821,industrial
Lanxess Jhagadia Site,21.6623612,73.1343469,industrial
United Phosphorus Limited,21.6499155,73.1339503,industrial
PepsiCo India Holdings Pvt. Ltd.,21.6210274,73.1253918,industrial
Sejal Float Glass Factory,21.6239931,73.1292792,industrial
Unnamed Industrial Feature,21.6424028,73.1355176,industrial
Unnamed Industrial Feature,21.6675539,73.1385953,industrial
Unnamed Industrial Feature,21.6442688,73.1445989,industrial
Unnamed Industrial Feature,21.6418482,73.1271746,industrial
Unnamed Industrial Feature,21.6383707,73.1450986,industrial
Unnamed Industrial Feature,21.6417255,73.1384034,industrial
Unnamed Industrial Feature,21.6444398,73.1293989,industrial
Unnamed Industrial Feature,21.6673459,73.1422787,industrial
NTPC Jhanor-Gandhar,21.8237105,73.1137436,industrial
Unnamed Industrial Feature,21.8004485,73.3281448,industrial
Unnamed Industrial Feature,21.6979459,73.1289304,industrial
Unnamed Industrial Feature,21.625949,73.1533383,industrial
Wonder Industries,22.7560913,72.3357692,manufacturing
Unnamed Industrial Feature,21.1365981,73.102123,industrial
Depot,21.7038163,72.9970166,industrial
Unnamed Industrial Feature,21.1545975,72.849868,industrial
Unnamed Industrial Feature,21.1481283,73.2574622,industrial
Paguthan GPEC Combined Cycle Power Plant,21.7809175,72.9780674,industrial
Mundra Thermal Powerplant,22.8173404,69.5531807,industrial
Coastal Gujarat Power Ltd,22.819854,69.5188392,industrial
Shree Umiya Industries,22.2480682,73.177419,industrial
Vasudhara Dairy ,20.7876475,73.0657161,industrial
Unnamed Industrial Feature,20.9083657,71.4614828,industrial
Unnamed Industrial Feature,20.7644328,70.6615904,industrial
Gujarat Sidhee Cement,20.8682512,70.5701442,industrial
Unnamed Industrial Feature,20.8691964,71.3999994,industrial
Unnamed Industrial Feature,20.930206,71.4490909,industrial
Unnamed Industrial Feature,24.6578945,73.8772612,industrial
Zawar Mines Captive Power Plant,24.3498795,73.7469768,industrial
Unnamed Industrial Feature,21.195898,72.8494981,industrial
Bus Depot Junagadh,21.522588,70.4558373,depot
Unnamed Industrial Feature,23.2577401,72.4754523,industrial
Unnamed Industrial Feature,23.2373632,72.5107757,industrial
Unnamed Industrial Feature,23.0117608,72.3400929,industrial
Unnamed Industrial Feature,23.2917676,72.3568343,industrial
Unnamed Industrial Feature,23.2680731,72.4619952,industrial
Unnamed Industrial Feature,23.2857263,72.3983501,industrial
Unnamed Industrial Feature,23.0428233,72.2576472,industrial
Unnamed Industrial Feature,23.2567016,72.344989,industrial
Unnamed Industrial Feature,23.307894,72.4363995,industrial
Unnamed Industrial Feature,22.9918558,71.4833346,industrial
Essar Refinery,22.3822124,69.7189431,refinery
Vadinar Refinery,22.3297269,69.744362,oil
Unnamed Industrial Feature,22.441339,69.6762947,industrial
Unnamed Industrial Feature,22.4139523,69.727606,industrial
Unnamed Industrial Feature,22.8230302,72.5880184,industrial
Unnamed Industrial Feature,22.8356269,72.6077897,industrial
Unnamed Industrial Feature,22.7939524,72.6046725,industrial
Unnamed Industrial Feature,21.7417761,70.6351915,industrial
Unnamed Industrial Feature,21.7537929,70.5994917,industrial
Unnamed Industrial Feature,21.7314036,70.6022084,industrial
Unnamed Industrial Feature,21.758795,70.6099299,industrial
Unnamed Industrial Feature,21.7525582,70.6047521,industrial
bus_station,20.5955074,74.2030348,industrial
Khisara,23.3634358,70.0532502,industrial
Unnamed Industrial Feature,20.4992239,73.605958,industrial
Rapar Khokhara,23.2586107,70.0081687,industrial
Essar Power,22.3080056,69.7120467,industrial
Unnamed Industrial Feature,20.2611251,74.4369662,industrial
Unnamed Industrial Feature,20.2763224,74.1343689,industrial
GSPC Pipavav Power Company Ltd.,20.8990236,71.4652111,industrial
Kathwada GIDC,23.0343827,72.6823007,industrial
Unnamed Industrial Feature,23.0217547,72.6793636,industrial
Unnamed Industrial Feature,20.2934256,73.8208351,industrial
Unnamed Industrial Feature,20.1768971,73.9932397,industrial
Reliance Factory,21.2039757,72.8234999,industrial
Unnamed Industrial Feature,22.9567,70.4521311,port
Unnamed Industrial Feature,23.6260857,72.9628066,industrial
Unnamed Industrial Feature,24.647602,73.7072543,industrial
Unnamed Industrial Feature,24.5568952,73.7029666,industrial
Unnamed Industrial Feature,24.5836119,73.7446231,industrial
Unnamed Industrial Feature,21.7491489,72.074876,industrial
Unnamed Industrial Feature,24.3529356,70.7600429,industrial
Unnamed Industrial Feature,20.2345631,72.9712586,industrial
Unnamed Industrial Feature,20.2333262,73.0551054,industrial
Unnamed Industrial Feature,20.2533957,72.944461,industrial
bus depot,23.7285861,73.4059156,industrial
Unnamed Industrial Feature,23.7244471,73.4014125,industrial
Amgaon Industry Area,20.1914769,72.8861442,industrial
TEMA Company Achhad,20.2186212,72.8849431,industrial
Ford India,23.0019639,72.2594922,industrial
Tata Motors,23.0174717,72.2621304,industrial
Unnamed Industrial Feature,20.9392715,72.9679717,industrial
New Cotton Mills,23.0079541,72.6174518,industrial
Unnamed Industrial Feature,22.2544923,72.1805669,industrial
Unnamed Industrial Feature,22.6114105,72.9234702,industrial
Unnamed Industrial Feature,23.0235761,72.6443028,industrial
Odhav industrial estate,23.0255719,72.6542519,industrial
Unnamed Industrial Feature,22.9715244,72.6408091,industrial
Vatva GIDC,22.96915,72.6323661,industrial
Unnamed Industrial Feature,22.9744215,72.6440117,industrial
Vatva Gidc,22.9562939,72.6365737,industrial
Odhav industrial estate,23.018453,72.6572963,industrial
Unnamed Industrial Feature,22.9780302,72.6324864,industrial
Naroda GIDC,23.0913749,72.6697164,industrial
Unnamed Industrial Feature,22.9636001,72.6490962,industrial
Unnamed Industrial Feature,23.0979607,72.6710084,industrial
Unnamed Industrial Feature,23.0943337,72.6625382,industrial
Odhav industrial estate,23.0225116,72.6606982,industrial
SHREE DIGVIJAY CEMENT,22.430029,69.8353546,industrial
Unnamed Industrial Feature,21.417429,72.2016979,industrial
Unnamed Industrial Feature,21.4006596,72.1688839,industrial
Bhavnagar Padva Power Plant,21.5858931,72.2234876,industrial
Unnamed Industrial Feature,21.6959024,72.5612376,industrial
Unnamed Industrial Feature,21.8565864,72.1602897,industrial
Unnamed Industrial Feature,22.9973197,72.571716,industrial
Unnamed Industrial Feature,23.0017631,72.5737266,industrial
Unnamed Industrial Feature,22.9881849,72.5654406,industrial
Calico Mills compound,23.0073829,72.5765046,textile
Unnamed Industrial Feature,22.9644241,72.5801526,industrial
Unnamed Industrial Feature,22.9381244,72.5534459,industrial
Piplaj,22.9581552,72.5579231,industrial
Unnamed Industrial Feature,22.9845125,72.5797501,industrial
GOVERMENT GODOWN,22.9977352,72.5868329,industrial
Unnamed Industrial Feature,22.9865805,72.5686649,industrial
Palej GIDC,21.9227483,73.085284,industrial
Palej GIDC,21.9272373,73.07897,industrial
India One,24.5164743,72.7856737,industrial
Unnamed Industrial Feature,22.3422483,69.8603135,industrial
Cairn ONGC,23.1015753,72.0510361,industrial
Unnamed Industrial Feature,23.1391131,71.3914785,industrial
Unnamed Industrial Feature,23.0402848,72.6046012,industrial
Gandhinagar Thermal Power Station,23.2497234,72.6710105,industrial
Unnamed Industrial Feature,22.9709906,72.5543971,industrial
Transport Workshop,23.0101447,72.5832623,industrial
Ankur Textile,23.0126838,72.5931682,industrial
Unnamed Industrial Feature,23.0118437,72.5896143,industrial
Needle Industries,11.3796749,76.7454809,industrial
Milk Dairy,11.4068526,76.7138076,industrial
Hindustan Photo Films New Plant,11.4283926,76.6643598,industrial
Yokogowa Blue Star,12.8490337,77.6631347,industrial
Flextronics,12.8409584,77.6636503,industrial
Jagadish Kara Condiments,13.0393856,77.5537217,industrial
Indian Bureau of Mines,13.0265319,77.5342651,industrial
Gokaldas,13.0281717,77.5353211,industrial
TVS Electronics,13.0145025,80.2001435,industrial
Mahiti Infotech,13.0376828,77.6128514,industrial
Sami Labs Limited,13.2196403,77.2509903,industrial
Chamundi Die Cast(Pvt)Ltd,13.2939105,77.1736997,industrial
Tadimetty Aromatics Pvt.Ltd,13.2886281,77.1789354,industrial
Majestic Lumber Mill,10.7120019,79.5161863,sawmill
Brick Industry,9.0348868,76.8536999,industrial
Government of India Text Book Press,12.3090345,76.6844135,industrial
Vulcabras Azaleia Sporting Goods India Private Limited,12.9798447,80.1915525,industrial
Ammasandra Cement Factory,13.2696808,76.7218307,industrial
Unnamed Industrial Feature,10.7613639,78.6902604,factory
RK Metal Roofings Pvt Ltd,10.8031372,78.7122673,factory
Trichy Steel Company,10.8085633,78.7124738,factory
Tokyo Cement Batching Plant,9.6692481,80.2584868,industrial
Apex Steel Technology Ltd,10.7463609,78.8584785,factory
Masfab Engineering Technology,10.7391233,78.8564159,factory
G M Engineering Industries,10.7847921,78.8445936,factory
Thalam flour mill,9.53779,76.7591343,mill
Unnamed Industrial Feature,10.7939768,76.6632971,slaughterhouse
Neelavathi scrap,11.9348568,79.8238168,scrap_yard
Unnamed Industrial Feature,11.9472542,79.8294671,scrap_yard
Villadam,10.5617951,76.2436733,slaughterhouse
Amazon Transport Services,13.0288262,77.6312368,warehouse
Scrap shop,9.6762238,76.5995356,scrap_yard
Divine Pig Farm,10.1642606,76.4101367,slaughterhouse
Zam Zam Chicken & Mutton,8.4640768,76.9494138,slaughterhouse
Thomson Industries And Oil Mills,9.2915188,76.6960581,oil
Al Kush Poultry Farm,8.6953769,76.8158262,slaughterhouse
meat house,9.4384279,76.5687917,slaughterhouse
Unnamed Industrial Feature,10.195046,76.3422931,slaughterhouse
Marhaba Beef Centre,10.1884572,76.3446856,slaughterhouse
scrap shop,8.7619529,76.7876402,scrap_yard
S.R Chicken Stall,8.5388594,76.9412586,slaughterhouse
"Suguna Daily Fressh, Amis Associates",8.5200984,76.9449309,slaughterhouse
Kepco Chicken,8.5147196,76.9533396,slaughterhouse
Aiswarya Steel Industries,9.7870201,76.440659,scrap_yard
meat stall,9.3295688,76.925358,slaughterhouse
Unnamed Industrial Feature,10.0850029,76.347293,scrap_yard
Marhaba Poultry Farm,8.7890524,76.7401046,slaughterhouse
Unnamed Industrial Feature,9.0562344,76.5769417,slaughterhouse
Unnamed Industrial Feature,10.0830008,76.5564062,industrial
Shahanas Poultry FArm,8.6229228,76.796827,slaughterhouse
Sri Murugan scrap,8.5773642,76.8554248,scrap_yard
Chicken shop,10.3629115,77.9939969,slaughterhouse
Unnamed Industrial Feature,11.0600016,76.3483527,slaughterhouse
Fathima Poultry Shop,8.7557514,76.9387801,slaughterhouse
meat shop,9.9544229,76.327125,slaughterhouse
MEAT CENTRE,9.7867626,76.4447956,slaughterhouse
sk scraps,9.6235217,76.6036357,scrap_yard
Suresh scrap shop,9.6253404,76.6034655,scrap_yard
scrap shop,9.6221072,76.6042617,scrap_yard
EBENESER CHICKEN CENTER,9.9466785,76.3942627,slaughterhouse
VK flourmill,10.3416994,76.2623639,grinding_mill
Menampally flour mill,9.2063563,76.5206133,grinding_mill
Unnamed Industrial Feature,9.367232,76.8505073,grinding_mill
Chappathi Kada,8.989248,76.7762701,food_industry
Bismi Chicken store,9.6080695,77.1698341,slaughterhouse
Unnamed Industrial Feature,9.6111718,76.537024,scrap_yard
Scrap store,11.1934636,76.239416,scrap_yard
Bellari Beef stall,9.9279861,76.7090204,slaughterhouse
Royal Aluminium fabrication,10.5102568,76.258175,machine_shop
Unnamed Industrial Feature,9.9422615,76.3002494,rice_mill
Chandan Trading Corporation,12.9586777,77.566693,warehouse
Paradise Enterprises,12.9586376,77.5660323,warehouse
TNSTC Depot Mettur Dam,11.7912798,77.800421,depot
Bindhu Chiken Stall,8.3891511,76.9983282,slaughterhouse
ALAGAPPASWAMI SCARP SHOP,10.3679019,76.3001892,scrap_yard
Oneness Garage,9.6997484,76.3503167,depot
pomkudy c&a depot,10.037466,76.3407119,depot
naval armament depot,10.0614291,76.3639339,depot
Hasmukh Agency,13.0034437,77.5114274,depot
Tourist bus parking,9.9171406,78.1046358,depot
TNSTC Ponmeni Bus depot,9.9174329,78.1003469,depot
Tritech Ready Mix concrete,10.5665608,76.2852955,concrete_plant
Tritech Ready Mix Concrete,10.7955791,76.7790277,concrete_plant
Kedison expellers,9.5589876,76.7879244,factory
Janatha godown,9.5572073,76.7896555,depot
Sakthi Murugan Company,11.9402903,79.8214665,distributor
Tritech Ready Mix concrete,10.5630224,76.364463,concrete_plant
Sri  Vinayaka Mills,11.2303559,77.1063091,oil_mill
PSG PUMPS & MOTORS,11.0257296,77.0036023,pump
Unnamed Industrial Feature,13.0530913,80.2401556,industrial
Madras Export Processing Zone MEPZ,12.9429222,80.1214177,industrial
Bosch NhP,12.870285,77.6629513,industrial
SIPCOT Irungattukottai,12.997417,80.0112007,industrial
Hindustan Photo Films,11.4338966,76.6675194,industrial
KK Nagar Container Freight Station,13.0459866,80.1952359,industrial
Vadapalani MTC Depot,13.0503887,80.2066617,industrial
AVM Studio,13.0463704,80.2049566,industrial
Central Medical Depot,13.0817596,80.265279,industrial
Anna Nagar West MTC Depot,13.0951554,80.1981042,industrial
Adyar Bus Depot,13.0067179,80.2532777,industrial
Saidapet MTC Depot,13.0146892,80.2256551,industrial
Bharatiya Reserve Bank Note Mudran Private Limited - BRBNMPL,12.3619918,76.6413694,industrial
Corporation Asphalt Plant,13.0749577,80.2517294,industrial
"FCI FSD, Egmore",13.0746939,80.2496,industrial
Unnamed Industrial Feature,12.9684486,80.1738452,mine
Perambur MTC Depot,13.1015361,80.2491261,industrial
Basin Bridge Gas Turbine Power Station,13.0981662,80.2697294,industrial
Integral Coach Factory Carriage Works - ICF Chennai,13.1054074,80.2250691,industrial
Integral Coach Factory,13.098065,80.207667,factory
Tamilnadu Civil Supplies Corporation - Anna Nagar 1 & 2 Godown,13.0870899,80.2164219,warehouse
Electricity Board,11.4052614,76.6802037,industrial
Sugar Daddy Bakery,11.4108086,76.6887095,industrial
Corporation of Chennai - Pudupet Depot,13.0700186,80.2652801,industrial
Manali Petro Chemicals,13.1517928,80.2724237,industrial
Indian Oil Corporation,13.1420862,80.2807303,industrial
Container Corporation of India - CONCOR,13.147266,80.2870023,industrial
Bharath Petroleum,13.1258258,80.2826793,industrial
Hindustan Petroleum,13.122892,80.2812854,industrial
Indian Oil,13.122177,80.2781299,industrial
Carborundum Universal,13.1699051,80.309006,industrial
Thiruvottiyur MTC Depot,13.1722396,80.3045558,industrial
Unnamed Industrial Feature,13.184626,80.2997079,industrial
Unnamed Industrial Feature,13.1601565,80.2938837,industrial
Unnamed Industrial Feature,13.1562405,80.3047977,industrial
STP Container Terminal,13.164013,80.3080916,industrial
Unnamed Industrial Feature,13.1646984,80.3063941,industrial
Ananda Industries,13.1666483,80.3071002,industrial
Unnamed Industrial Feature,13.1802113,80.3113399,industrial
Unnamed Industrial Feature,13.15403,80.3015975,industrial
MRF Tyres,13.176676,80.3094279,industrial
Unnamed Industrial Feature,13.1746246,80.3088427,industrial
ITC Packaging,13.1829182,80.305251,industrial
Ennore Foundries,13.2119328,80.3217157,industrial
Ennore Foundries,13.2126907,80.3193326,industrial
EID Parry Fertilizers,13.2159452,80.3239761,industrial
